element,name,Z,ecut_eff,ecut_prec,cost,avg_sq_score,myscore,SC,BCC,FCC,DC,XO,XO2,XO3,X2O,X2O3,X2O5
Os,SG15,16.0,45.0,50,470.302,0.048,0.1793,0.1621,0.174,0.1766,0.1775,0.1089,0.0653,0.07,0.1418,0.0794,0.0602
Ac,PSL-PAW-v1-high,11.0,200.0,200,2082.8044,0.048,1.7371,0.0852,0.1015,0.0811,0.1602,0.1665,0.1601,0.1553,0.1291,0.151,0.17
Nb,DOJO-041-std,13.0,65.0,70,538.9827,0.0482,0.3874,0.1013,0.1388,0.1265,0.1657,0.1704,0.1461,0.1835,0.0897,0.1441,0.1256
Pd,PSL-PAW-v1-high,18.0,65.0,75,1033.316,0.0485,0.3696,0.0514,0.0222,0.0186,0.0667,0.0785,0.1252,0.2514,0.0331,0.0852,0.0634
Ga,PSL-PAW-v1-low,13.0,55.0,60,419.5163,0.0497,0.2821,0.1153,0.1873,0.194,0.132,0.0161,0.0889,0.1833,0.0842,0.109,0.0097
Pm,PSL-PAW-v1-high,25.0,150.0,150,6987.7124,0.0507,1.2367,0.0374,0.063,0.1293,0.1407,0.2199,0.1284,0.1023,0.1617,0.1564,0.1318
Be,SPMS,4.0,45.0,50,29.3939,0.0512,0.1841,0.2202,0.151,0.1077,0.1476,0.1398,0.0215,0.1701,0.1005,0.0391,0.1178
Cl,PSL-US-v1-high,7.0,30.0,45,49.0,0.0512,0.018,0.0257,0.0252,0.0224,0.031,0.0313,0.0734,0.2618,0.007,0.0551,0.0839
Co,DOJO-041-std,17.0,200.0,200,4974.6319,0.0518,1.7313,0.0873,0.0502,0.0779,0.0698,0.2009,0.0082,0.202,0.0305,0.1789,0.0596
Tc,JTH-1.1-std,15.0,30.0,30,225.0,0.0518,0.0447,0.1222,0.1309,0.1369,0.0934,0.1326,0.1418,0.2257,0.1442,0.1581,0.1096
Zn,JTH-1.1-std,12.0,120.0,120,1152.0,0.0525,0.915,0.0963,0.036,0.0455,0.2063,0.0991,0.0368,0.2274,0.0646,0.1072,0.0282
Os,DOJO-041-std,16.0,55.0,60,635.4803,0.0536,0.2838,0.1723,0.1901,0.1895,0.1683,0.0816,0.0887,0.0765,0.1516,0.1005,0.0725
Ga,PSL-US-v1-low,13.0,55.0,60,419.5163,0.0538,0.2842,0.1111,0.1773,0.1857,0.1403,0.0174,0.1057,0.217,0.0826,0.111,0.0125
Th,MARBURG,12.0,150.0,150,1609.9689,0.0538,1.2395,0.2129,0.0281,0.1164,0.1336,0.1623,0.1694,0.0397,0.0931,0.1757,0.1184
Tl,GBRV-1.X,13.0,60.0,150,478.0042,0.0541,0.3263,0.1564,0.1118,0.0974,0.1999,0.0695,0.0359,0.2214,0.1161,0.011,0.1308
Nb,GBRV-1.X,13.0,30.0,30,169.0,0.0543,0.0502,0.1537,0.1354,0.1273,0.1542,0.1812,0.1475,0.1629,0.1737,0.1568,0.1129
S,PSL-US-v1-high,6.0,30.0,30,36.0,0.055,0.0193,0.0365,0.0491,0.0374,0.0205,0.0162,0.0241,0.2739,0.0131,0.0291,0.0721
Ta,GBRV-1.X,13.0,35.0,45,212.9643,0.0554,0.0927,0.0512,0.0881,0.1286,0.0869,0.2175,0.1542,0.0796,0.161,0.131,0.1919
Sc,PSL-US-v1-high,11.0,65.0,70,385.8989,0.0557,0.35,0.0332,0.0229,0.0218,0.2762,0.0494,0.0646,0.0898,0.0741,0.071,0.0632
Si,PSL-PAW-v0.x,4.0,30.0,30,16.0,0.0558,0.0324,0.1386,0.184,0.2189,0.1848,0.1228,0.0609,0.1004,0.1272,0.0414,0.0805
Rh,PSL-PAW-v1-high,17.0,50.0,55,621.829,0.0564,0.2227,0.0994,0.057,0.052,0.1142,0.115,0.1069,0.277,0.0725,0.105,0.067
Al,PSL-US-v1-low,3.0,30.0,30,9.0,0.0571,0.026,0.1095,0.0989,0.1094,0.1061,0.0438,0.0993,0.2754,0.077,0.14,0.012
Zr,DOJO-041-std,12.0,200.0,200,2478.7093,0.0575,1.7352,0.0868,0.1102,0.1111,0.215,0.1758,0.1748,0.1643,0.0977,0.1614,0.1193
Se,DOJO-041-str,24.0,100.0,100,3505.4244,0.058,0.7204,0.0091,0.0204,0.0418,0.0434,0.0049,0.0361,0.2835,0.0147,0.0188,0.005
Ga,JTH-1.1-std,13.0,30.0,30,169.0,0.0581,0.0322,0.0692,0.0105,0.0181,0.0689,0.0722,0.1546,0.2569,0.0193,0.1787,0.026
Si,DOJO-041-std,4.0,30.0,30,16.0,0.0587,0.0249,0.0637,0.0353,0.0509,0.0615,0.0134,0.1363,0.282,0.0056,0.1061,0.0307
Si,DOJO-041-str,4.0,30.0,30,16.0,0.0587,0.0249,0.0637,0.0353,0.0509,0.0615,0.0134,0.1363,0.282,0.0056,0.1061,0.0307
Li,PSL-US-v0.x,3.0,70.0,75,32.078,0.0593,0.4407,0.0492,0.0558,0.0818,0.0283,0.1738,0.1119,0.2302,0.2002,0.1503,0.0382
Pd,PSL-US-v1-high,18.0,65.0,75,1033.316,0.0596,0.3761,0.0894,0.0991,0.0868,0.1022,0.1114,0.1393,0.2839,0.0636,0.0977,0.0784
B,SPMS,3.0,45.0,50,16.5341,0.0608,0.1596,0.1833,0.0603,0.0962,0.2731,0.0389,0.055,0.0876,0.0279,0.0542,0.1034
Mo,PSL-PAW-v1-high,14.0,40.0,55,301.7617,0.061,0.1394,0.0956,0.0527,0.0516,0.1702,0.163,0.1629,0.2426,0.1,0.1573,0.1285
S,GBRV-1.X,6.0,30.0,30,36.0,0.0612,0.0246,0.0726,0.0807,0.0944,0.0884,0.0476,0.0648,0.291,0.0784,0.0668,0.1301
Cd,PSL-PAW-v1-high,20.0,100.0,150,2434.3225,0.0622,0.7313,0.1091,0.1347,0.1208,0.1197,0.0721,0.1203,0.2902,0.0068,0.1067,0.0745
Cd,JTH-1.1-std,12.0,35.0,120,181.4607,0.0623,0.0808,0.0689,0.1408,0.127,0.0457,0.1201,0.0255,0.2896,0.0109,0.03,0.0141
Si,SPMS,4.0,30.0,30,16.0,0.0623,0.0261,0.0654,0.0352,0.0507,0.0622,0.0116,0.1351,0.2938,0.0055,0.1059,0.0345
Al,PSL-PAW-v1-high,3.0,30.0,30,9.0,0.0648,0.0257,0.025,0.0999,0.1,0.0388,0.0842,0.0404,0.303,0.0889,0.0837,0.1285
Cd,PSL-US-v1-high,20.0,100.0,150,2434.3225,0.0651,0.727,0.0425,0.0671,0.0441,0.007,0.0861,0.1289,0.3037,0.0312,0.1106,0.081
Co,DOJO-041-str,17.0,90.0,90,1501.6881,0.0662,0.6414,0.1329,0.0646,0.0981,0.0969,0.2652,0.011,0.199,0.0543,0.1752,0.0659
Tc,DOJO-041-std,15.0,65.0,70,717.5806,0.0669,0.3999,0.1568,0.1409,0.1044,0.1321,0.151,0.1473,0.2776,0.1054,0.1451,0.1206
B,DOJO-041-std,3.0,50.0,55,19.3649,0.0671,0.2487,0.0323,0.2231,0.1601,0.1456,0.1056,0.13,0.2399,0.1256,0.1543,0.0628
Tc,PSL-PAW-v1-high,15.0,200.0,200,3872.9833,0.0684,1.7461,0.1411,0.1068,0.0738,0.1325,0.1427,0.1557,0.288,0.1033,0.1571,0.1206
Re,SPMS,15.0,30.0,30,225.0,0.0692,0.0327,0.2203,0.1723,0.1354,0.2501,0.0437,0.0739,0.1667,0.0988,0.0504,0.0407
He,PSL-PAW-v1-high,2.0,120.0,120,32.0,0.0698,0.9421,0.0216,0.0378,0.033,0.034,0.244,0.0561,0.2057,0.2295,0.0883,0.0821
Mo,DOJO-041-std,14.0,65.0,65,625.0924,0.0699,0.4081,0.134,0.1344,0.1283,0.1722,0.1826,0.165,0.2528,0.1221,0.1626,0.1413
P,PSL-US-v1-high,5.0,30.0,30,25.0,0.0703,0.0247,0.0455,0.0393,0.0426,0.0778,0.0062,0.0387,0.3222,0.0146,0.0237,0.0632
Cl,PSL-PAW-v1-high,7.0,55.0,70,121.6349,0.0712,0.275,0.0171,0.0114,0.0081,0.0167,0.0374,0.087,0.3252,0.0082,0.0664,0.0768
F,SPMS,7.0,200.0,200,843.4497,0.0721,1.7466,0.1563,0.2366,0.2608,0.1438,0.0501,0.0555,0.0448,0.1428,0.0351,0.1229
Tc,PSL-US-v0.x,15.0,35.0,40,283.5324,0.0727,0.0923,0.124,0.117,0.0837,0.1112,0.1135,0.1461,0.3173,0.0817,0.1433,0.1198
Ar,PSL-PAW-v1-high,8.0,100.0,120,389.4916,0.0727,0.7352,0.0159,0.0416,0.0276,0.0548,0.0264,0.1397,0.3204,0.1512,0.105,0.0299
Au,PSL-US-v1-high,33.0,200.0,200,18745.2394,0.0733,1.7444,0.1909,0.2231,0.2146,0.2157,0.0955,0.0591,0.0183,0.1612,0.0669,0.1099
Zn,PSL-US-v1-low,12.0,60.0,60,407.2935,0.0743,0.3528,0.164,0.2614,0.2134,0.0733,0.1298,0.0334,0.2066,0.0636,0.0667,0.0172
Pb,SG15,14.0,30.0,30,196.0,0.077,0.0533,0.0535,0.0971,0.1112,0.1271,0.0342,0.2593,0.2284,0.0361,0.2021,0.1788
Ce,PSL-PAW-v1-high,22.0,200.0,200,8331.2175,0.0771,1.7515,0.2811,0.1789,0.2341,0.0176,0.1295,0.0505,0.14,0.0107,0.0787,0.037
Rh,PSL-US-v1-high,17.0,50.0,55,621.829,0.0772,0.2525,0.1578,0.1382,0.1228,0.1542,0.174,0.1271,0.3095,0.1095,0.1333,0.0892
Zr,PSL-US-v1-high,12.0,40.0,40,221.7025,0.0778,0.1576,0.1328,0.1526,0.1494,0.2605,0.2062,0.1793,0.1599,0.1382,0.1712,0.129
Ar,PSL-US-v1-high,8.0,100.0,150,389.4916,0.0779,0.7585,0.2172,0.223,0.1461,0.1472,0.0484,0.1103,0.1942,0.2361,0.0884,0.0304
Al,JTH-1.1-std,3.0,30.0,30,9.0,0.0788,0.0711,0.0835,0.1717,0.1686,0.0263,0.2169,0.1728,0.1777,0.2022,0.0799,0.2298
Au,PSL-PAW-v1-high,33.0,55.0,90,2703.2738,0.0791,0.299,0.2071,0.2284,0.2191,0.2251,0.0959,0.0635,0.0469,0.1667,0.0688,0.1195
Ir,DOJO-041-std,17.0,50.0,55,621.829,0.0795,0.2516,0.2103,0.2161,0.219,0.2194,0.113,0.092,0.0677,0.1943,0.1116,0.0903
F,GBRV-1.X,7.0,40.0,40,75.4404,0.0795,0.1449,0.2105,0.2273,0.2665,0.1844,0.0731,0.0684,0.0182,0.0992,0.0694,0.0915
Mo,PSL-PAW-v0.x,14.0,35.0,35,246.9882,0.0796,0.1082,0.1223,0.09,0.0827,0.1894,0.1843,0.1832,0.2762,0.1265,0.1813,0.15
As,JTH-1.1-std,15.0,60.0,60,636.3961,0.0798,0.328,0.0336,0.0219,0.0455,0.0149,0.0172,0.0502,0.3522,0.0373,0.0268,0.0781
Ta,DOJO-041-std,13.0,45.0,45,310.4728,0.0805,0.2074,0.0306,0.0389,0.0699,0.0614,0.1585,0.2013,0.2899,0.0727,0.2072,0.16
Ru,PSL-PAW-v1-high,16.0,40.0,55,394.1378,0.0808,0.1452,0.1198,0.0913,0.0735,0.1291,0.1235,0.1623,0.3362,0.0861,0.1619,0.103
F,DOJO-041-std,7.0,75.0,80,193.6895,0.0816,0.5014,0.1667,0.2536,0.2831,0.1546,0.0543,0.0582,0.0431,0.1406,0.0393,0.1185
Ir,SPMS,17.0,30.0,30,289.0,0.0817,0.0609,0.2022,0.2257,0.2042,0.2077,0.1609,0.0297,0.2109,0.1446,0.0668,0.0612
Th,PSL-US-v1-high,12.0,200.0,200,2478.7093,0.082,1.756,0.0907,0.0435,0.0413,0.0833,0.2316,0.2461,0.0656,0.0355,0.251,0.1755
Ga,GBRV-1.X,19.0,150.0,150,4036.1027,0.0823,1.2532,0.1524,0.1114,0.1033,0.0962,0.1241,0.1854,0.3265,0.0325,0.1754,0.0536
I,GBRV-1.X,7.0,30.0,30,49.0,0.0826,0.0758,0.1574,0.1592,0.1539,0.1578,0.1669,0.2205,0.0106,0.1822,0.2319,0.2101
U,MARBURG,14.0,40.0,45,301.7617,0.0827,0.1451,0.1455,0.0653,0.0503,0.2822,0.2217,0.1691,0.1964,0.1025,0.1643,0.1068
Br,DOJO-041-str,17.0,200.0,200,4974.6319,0.0827,1.7449,0.1429,0.1667,0.1555,0.1441,0.0388,0.0729,0.339,0.0846,0.0318,0.0758
Rh,SPMS,17.0,40.0,40,444.9446,0.0827,0.1554,0.146,0.1158,0.1245,0.1724,0.1356,0.156,0.3076,0.0887,0.213,0.0897
P,SPMS,5.0,30.0,30,25.0,0.0829,0.0292,0.0867,0.0453,0.0377,0.1481,0.0114,0.1055,0.3575,0.0097,0.066,0.0646
Hf,DOJO-041-str,26.0,200.0,200,11636.1633,0.0834,1.7168,0.0787,0.1514,0.2,0.3384,0.0556,0.0286,0.0877,0.037,0.0272,0.0291
He,PSL-US-v1-high,2.0,100.0,100,24.3432,0.0841,0.7462,0.0474,0.0905,0.165,0.2525,0.2054,0.0438,0.1917,0.2539,0.0878,0.0881
Mo,GBRV-1.X,14.0,30.0,30,196.0,0.0842,0.0814,0.1797,0.1456,0.1464,0.16,0.207,0.1865,0.2314,0.191,0.2011,0.1444
C,SG15,4.0,60.0,65,45.2548,0.0842,0.3025,0.089,0.0759,0.0911,0.3654,0.0997,0.049,0.1223,0.0377,0.0452,0.0719
V,SPMS,13.0,55.0,60,419.5163,0.0843,0.2955,0.0228,0.155,0.1453,0.2428,0.074,0.1671,0.2976,0.0416,0.1448,0.0597
P,DOJO-041-std,5.0,30.0,30,25.0,0.0846,0.0295,0.0895,0.0443,0.0357,0.1411,0.0123,0.101,0.3644,0.0092,0.06,0.0633
P,DOJO-041-str,5.0,30.0,30,25.0,0.0846,0.0295,0.0895,0.0443,0.0357,0.1411,0.0123,0.101,0.3644,0.0092,0.06,0.0633
Pt,SPMS,18.0,30.0,35,324.0,0.0863,0.0626,0.184,0.2129,0.2136,0.2398,0.1599,0.0832,0.2009,0.1922,0.0779,0.0963
Nb,PSL-PAW-v0.x,13.0,30.0,35,169.0,0.0877,0.0628,0.1098,0.0844,0.0843,0.2244,0.2091,0.2019,0.2572,0.1248,0.1988,0.1636
Ga,DOJO-041-std,13.0,75.0,75,668.0312,0.0883,0.4947,0.0853,0.011,0.0219,0.1365,0.071,0.1632,0.3567,0.0312,0.1825,0.0324
Se,GBRV-1.X,6.0,30.0,30,36.0,0.0887,0.0888,0.1531,0.185,0.2009,0.1404,0.1761,0.2239,0.1414,0.2036,0.2159,0.1991
Nb,PSL-PAW-v1-high,13.0,35.0,60,212.9643,0.0895,0.1148,0.1161,0.0915,0.0908,0.2287,0.212,0.2031,0.2581,0.1292,0.2003,0.1645
Al,SG15,11.0,60.0,65,342.2397,0.0899,0.3825,0.1292,0.2727,0.207,0.0745,0.0327,0.1874,0.1703,0.1993,0.169,0.2075
La,PSL-US-v1-high,11.0,50.0,55,260.3505,0.0901,0.2578,0.2872,0.1771,0.2889,0.0711,0.0299,0.0274,0.1669,0.0706,0.0277,0.0404
La,PSL-US-v1-high,21.0,200.0,200,7591.0474,0.0901,1.7578,0.2872,0.1771,0.2889,0.0711,0.0299,0.0274,0.1669,0.0706,0.0277,0.0404
Tl,SG15,13.0,30.0,30,169.0,0.0903,0.0672,0.1926,0.237,0.2312,0.0817,0.0485,0.0864,0.2824,0.1611,0.0544,0.0055
Cs,SPMS,9.0,35.0,35,102.0717,0.0911,0.0955,0.099,0.0781,0.0801,0.104,0.1086,0.1128,0.3742,0.1334,0.059,0.1807
Y,DOJO-041-std,11.0,60.0,65,342.2397,0.0936,0.3021,0.0959,0.0531,0.0532,0.3957,0.1075,0.0838,0.1104,0.0914,0.1009,0.0488
Cr,DOJO-041-std,14.0,80.0,80,853.5111,0.0951,0.5374,0.228,0.1593,0.1801,0.3483,0.0696,0.0889,0.1291,0.1401,0.0813,0.0248
Pt,GBRV-1.X,16.0,30.0,30,256.0,0.0964,0.0701,0.2097,0.2654,0.2613,0.1917,0.189,0.0792,0.0504,0.2058,0.0783,0.0857
Tl,JTH-1.1-std,13.0,55.0,120,419.5163,0.0972,0.3249,0.2021,0.1419,0.1296,0.2728,0.1581,0.1871,0.2049,0.1522,0.1392,0.259
Ge,DOJO-041-str,22.0,100.0,100,2945.5302,0.0978,0.7498,0.1264,0.2556,0.366,0.0604,0.031,0.0356,0.0697,0.0777,0.0555,0.0239
Sn,JTH-1.1-std,14.0,35.0,120,246.9882,0.0981,0.125,0.1211,0.1309,0.1637,0.021,0.0479,0.2559,0.3235,0.0111,0.2034,0.1769
Rb,PSL-PAW-v1-high,9.0,55.0,65,201.07,0.0987,0.2847,0.0363,0.0367,0.0354,0.045,0.0132,0.0294,0.412,0.0109,0.0266,0.0872
Pt,DOJO-041-std,18.0,70.0,70,1154.8091,0.0989,0.464,0.2438,0.2352,0.2388,0.2619,0.1424,0.0966,0.0881,0.2078,0.1042,0.1036
Mo,PSL-US-v1-high,14.0,40.0,55,301.7617,0.0995,0.1864,0.1694,0.1438,0.1447,0.2351,0.2317,0.1966,0.2671,0.1632,0.1946,0.1662
Y,SG15,11.0,35.0,35,152.4774,0.1002,0.0933,0.0728,0.027,0.0267,0.3617,0.1638,0.1677,0.2115,0.1365,0.196,0.1142
Al,PSL-US-v1-high,3.0,30.0,30,9.0,0.1011,0.0578,0.1074,0.132,0.1374,0.0807,0.0181,0.1466,0.3956,0.0677,0.2011,0.0223
Y,PSL-US-v1-high,11.0,35.0,35,152.4774,0.1013,0.0679,0.1294,0.0805,0.0828,0.4125,0.1415,0.1061,0.131,0.1297,0.1234,0.0682
Br,DOJO-041-std,7.0,35.0,120,61.7471,0.1014,0.1074,0.1527,0.1693,0.1749,0.1516,0.0858,0.035,0.394,0.1253,0.0482,0.0974
C,JTH-1.1-std,4.0,30.0,30,16.0,0.1027,0.0698,0.196,0.2412,0.2274,0.2307,0.0733,0.1045,0.3028,0.0702,0.1154,0.1411
Mo,SG15,14.0,30.0,30,196.0,0.1028,0.0535,0.0819,0.0057,0.0223,0.182,0.0661,0.1799,0.3948,0.0528,0.1509,0.1556
Ru,SPMS,16.0,35.0,40,322.5969,0.1041,0.0949,0.0984,0.1068,0.1245,0.1385,0.0449,0.1402,0.4233,0.0138,0.109,0.0613
Re,JTH-1.1-std,15.0,30.0,30,225.0,0.1042,0.0523,0.0542,0.0643,0.0623,0.0403,0.0338,0.1598,0.4106,0.0233,0.1923,0.1084
Mo,PSL-US-v0.x,14.0,35.0,40,246.9882,0.105,0.1452,0.1764,0.1554,0.1471,0.2089,0.2306,0.2065,0.2934,0.1665,0.2072,0.174
Cu,PSL-PAW-v1-low,11.0,50.0,50,260.3505,0.1051,0.2439,0.0964,0.069,0.0661,0.1754,0.0648,0.1472,0.4189,0.0297,0.1289,0.0233
Li,DOJO-041-std,3.0,65.0,70,28.7032,0.1054,0.4176,0.0763,0.0736,0.088,0.0548,0.1729,0.1181,0.3651,0.2669,0.1851,0.0532
Ag,SPMS,19.0,35.0,35,454.912,0.1061,0.1235,0.1444,0.0753,0.0962,0.1269,0.1731,0.208,0.3586,0.0575,0.2603,0.1173
B,PSL-US-v1-high,3.0,30.0,30,9.0,0.1065,0.062,0.2012,0.3431,0.2945,0.177,0.0909,0.0766,0.0979,0.1142,0.1052,0.0923
Nb,SG15,13.0,50.0,50,363.6301,0.1074,0.2829,0.1255,0.1247,0.1179,0.2542,0.2351,0.22,0.2892,0.1337,0.2156,0.1841
Na,DOJO-041-std,9.0,80.0,80,352.7265,0.1075,0.5724,0.112,0.0847,0.1124,0.2654,0.2317,0.174,0.2961,0.2382,0.1868,0.0548
B,PSL-PAW-v1-high,3.0,30.0,30,9.0,0.1088,0.0747,0.176,0.3517,0.2963,0.1262,0.1007,0.0838,0.1896,0.1391,0.1184,0.0772
Rb,PSL-US-v1-high,9.0,55.0,60,201.07,0.1091,0.2883,0.0165,0.045,0.0409,0.0034,0.0275,0.0149,0.445,0.0361,0.0165,0.0634
Ho,PSL-PAW-v1-high,31.0,150.0,150,10744.3066,0.1094,1.2635,0.191,0.3521,0.2765,0.2212,0.1429,0.0883,0.1085,0.0225,0.0851,0.0824
Ag,PSL-PAW-v1-high,19.0,80.0,90,1572.0281,0.111,0.5638,0.0636,0.0103,0.0498,0.0966,0.1299,0.2151,0.4159,0.0595,0.1951,0.118
Nb,PSL-US-v0.x,13.0,30.0,35,169.0,0.1134,0.0942,0.1544,0.1465,0.141,0.2744,0.2478,0.222,0.2712,0.1594,0.2205,0.1846
Tc,PSL-US-v1-high,15.0,200.0,200,3872.9833,0.1138,1.8068,0.2403,0.2054,0.1637,0.2079,0.2268,0.1884,0.2996,0.1821,0.1942,0.1611
Ir,GBRV-1.X,15.0,30.0,35,225.0,0.1143,0.043,0.0165,0.0469,0.0042,0.1064,0.1269,0.0623,0.4604,0.0551,0.0889,0.0607
Dy,PSL-PAW-v1-high,30.0,150.0,150,10062.3059,0.1152,1.2692,0.1706,0.3153,0.3793,0.0998,0.1578,0.086,0.0716,0.0759,0.0878,0.0815
In,JTH-1.1-std,13.0,120.0,120,1352.0,0.1156,0.9677,0.0344,0.1416,0.1581,0.0261,0.0614,0.1541,0.4447,0.0178,0.1383,0.1722
Ti,SPMS,12.0,45.0,50,264.5449,0.1159,0.1908,0.0984,0.0615,0.0744,0.3888,0.0383,0.1909,0.2987,0.1319,0.1454,0.0779
Ta,DOJO-041-str,27.0,200.0,200,12548.466,0.1182,1.786,0.252,0.2829,0.2805,0.254,0.2035,0.1081,0.0849,0.225,0.1224,0.0881
Al,PSL-US-v0.x,3.0,30.0,30,9.0,0.1188,0.1125,0.2077,0.2667,0.2716,0.205,0.2027,0.1651,0.2551,0.2215,0.1718,0.1505
Am,PSL-US-v1-high,17.0,40.0,60,444.9446,0.1189,0.1891,0.2363,0.0282,0.0786,0.0156,0.3873,0.1927,0.1132,0.1493,0.2577,0.1657
Nb,SPMS,13.0,45.0,50,310.4728,0.1196,0.2522,0.1343,0.1525,0.1464,0.2241,0.2487,0.2396,0.3241,0.1398,0.2366,0.1976
Bi,JTH-1.1-std,15.0,50.0,55,484.1229,0.1199,0.2877,0.1472,0.1055,0.0965,0.2015,0.1782,0.2219,0.4,0.1459,0.1892,0.2011
Mg,SPMS,10.0,50.0,50,215.1657,0.1203,0.2642,0.0841,0.0904,0.0983,0.056,0.2198,0.1031,0.4502,0.0492,0.1852,0.1192
Zn,PSL-PAW-v1-low,12.0,55.0,60,357.4577,0.1204,0.3309,0.2241,0.3524,0.3201,0.184,0.1369,0.0169,0.1949,0.0911,0.0417,0.0066
Ru,PSL-US-v1-high,16.0,40.0,55,394.1378,0.1217,0.2073,0.2104,0.2053,0.1734,0.1861,0.2096,0.2007,0.3746,0.1467,0.2031,0.1416
Ar,PSL-US-v1-low,8.0,100.0,120,389.4916,0.1229,0.7898,0.3041,0.3049,0.2266,0.2017,0.0574,0.1121,0.1719,0.2888,0.0946,0.0462
La,DOJO-041-std,11.0,80.0,90,526.9125,0.1241,0.5647,0.2708,0.1073,0.1203,0.4013,0.1692,0.139,0.1404,0.2474,0.1446,0.1429
Bi,GBRV-1.X,15.0,40.0,65,346.4102,0.1243,0.177,0.3059,0.261,0.26,0.3202,0.1622,0.0781,0.0565,0.1902,0.1138,0.0902
Am,PSL-PAW-v1-high,17.0,200.0,200,4974.6319,0.1269,1.7962,0.2096,0.0319,0.032,0.0282,0.4061,0.204,0.1119,0.1932,0.2777,0.1635
Rb,DOJO-050-std,9.0,200.0,200,1394.274,0.1273,1.7493,0.0298,0.0209,0.0221,0.039,0.0556,0.0824,0.5001,0.0524,0.0749,0.1439
Nb,PSL-US-v1-high,13.0,35.0,60,212.9643,0.1274,0.1608,0.1726,0.1764,0.1678,0.2924,0.2664,0.232,0.28,0.1746,0.2308,0.1967
Ta,JTH-1.1-std,13.0,30.0,30,169.0,0.1278,0.1061,0.0242,0.0425,0.072,0.0896,0.2789,0.2792,0.317,0.184,0.2717,0.2245
As,SPMS,15.0,55.0,55,558.5276,0.1284,0.3423,0.158,0.1561,0.1784,0.1324,0.0833,0.249,0.4426,0.1385,0.1999,0.1083
Ge,DOJO-041-std,14.0,70.0,70,698.5882,0.1297,0.4738,0.0436,0.0278,0.0851,0.1086,0.0119,0.3013,0.4324,0.0349,0.2308,0.0618
Ag,PSL-US-v1-high,19.0,80.0,90,1572.0281,0.1321,0.5925,0.1275,0.1469,0.1782,0.221,0.167,0.2344,0.4399,0.0998,0.2082,0.1307
S,PSL-PAW-v1-high,6.0,30.0,30,36.0,0.1324,0.0465,0.014,0.0388,0.0314,0.0079,0.0143,0.0463,0.5188,0.0155,0.0227,0.0544
Al,SPMS,3.0,30.0,30,9.0,0.1345,0.1142,0.2322,0.3366,0.3312,0.1499,0.1111,0.1314,0.2521,0.2129,0.2203,0.0206
Cl,SPMS,7.0,35.0,75,61.7471,0.1355,0.1023,0.0687,0.1061,0.1019,0.0632,0.0244,0.1126,0.5278,0.0421,0.1228,0.0682
Se,DOJO-041-std,16.0,75.0,80,1011.9289,0.136,0.4978,0.0798,0.0658,0.0675,0.0658,0.0259,0.0684,0.53,0.033,0.0117,0.0082
Sn,SG15,14.0,35.0,40,246.9882,0.1368,0.1543,0.1986,0.2574,0.2471,0.0136,0.0922,0.1544,0.4188,0.2622,0.0731,0.0785
Sb,SG15,15.0,40.0,45,346.4102,0.1386,0.1858,0.0599,0.1184,0.1228,0.0742,0.0161,0.2649,0.4788,0.1551,0.2318,0.0899
Cs,PSL-PAW-v1-high,9.0,30.0,30,81.0,0.1387,0.1082,0.2358,0.1894,0.193,0.239,0.1722,0.0319,0.4192,0.1995,0.1221,0.2426
Al,GBRV-1.X,3.0,30.0,30,9.0,0.1388,0.0805,0.193,0.0679,0.02,0.2839,0.0306,0.2333,0.4333,0.1202,0.2448,0.0723
Ta,SG15,27.0,45.0,45,1339.2585,0.1388,0.2181,0.2264,0.1965,0.1357,0.4506,0.0845,0.1667,0.2687,0.1167,0.2005,0.1016
Al,PSL-PAW-v0.x,3.0,30.0,30,9.0,0.1389,0.1409,0.1464,0.2401,0.2406,0.119,0.2515,0.2635,0.3029,0.2329,0.2565,0.2341
Yb,PSL-PAW-v1-high,34.0,150.0,150,12924.4729,0.1409,1.2218,0.0564,0.2766,0.0467,0.5085,0.0711,0.0252,0.0273,0.1198,0.0314,0.0596
Bi,DOJO-041-str,23.0,70.0,75,1885.4753,0.1413,0.5215,0.1644,0.1802,0.1927,0.0745,0.1846,0.2364,0.4553,0.155,0.2116,0.2135
Ar,PSL-US-v0.x,8.0,75.0,75,252.9822,0.1415,0.5341,0.1159,0.1257,0.0592,0.0758,0.0877,0.2427,0.504,0.1563,0.2119,0.0335
Tc,SG15,15.0,30.0,30,225.0,0.1422,0.0746,0.1104,0.0572,0.0195,0.2857,0.0473,0.2234,0.4724,0.0677,0.1798,0.1854
Sr,JTH-1.1-std,10.0,30.0,30,100.0,0.1432,0.0877,0.0471,0.0426,0.0462,0.087,0.1434,0.158,0.2175,0.1494,0.5152,0.2054
Ag,DOJO-041-std,19.0,75.0,75,1426.9778,0.1432,0.5304,0.0262,0.0155,0.0433,0.1035,0.1292,0.2407,0.5124,0.0255,0.2171,0.1242
Mg,DOJO-041-std,10.0,200.0,200,1721.3259,0.1438,1.8303,0.1937,0.1954,0.2008,0.1651,0.3266,0.1995,0.3648,0.2598,0.2325,0.0806
In,DOJO-041-str,21.0,200.0,200,7591.0474,0.1447,1.8064,0.0916,0.1722,0.1337,0.1841,0.1514,0.2593,0.469,0.177,0.2559,0.1392
Ne,JTH-1.1-std,8.0,150.0,150,715.5418,0.145,1.3162,0.177,0.2129,0.202,0.2573,0.1783,0.2697,0.4077,0.1388,0.2592,0.0856
