element,name,z_valence,ecut_eff,ecut_prec,eos_score,score,SC,BCC,FCC,DC,XO,XO2,XO3,X2O,X2O3,X2O5,ZA
Pb,PSL-PAW-v1-high,14,70,70,0.14298315689701888,0.5429831568970189,0.05,0.02,0.04,0.11,0.11,0.65,1.15,0.15,0.44,0.42,82
Pb,PSL-US-v1-high,14,70,70,0.1490974933874311,0.5490974933874311,0.03,0.02,0.03,0.09,0.13,0.66,1.18,0.17,0.46,0.43,82
Pb,DOJO-050-std,14,,,6.369584934602077,,4.98,3.02,2.1,6.63,2.58,17.89,15.53,1.04,11.38,10.97,82
Pb,JTH-1.1-std,14,,,0.007063451954259997,,0.04,0.07,0.07,0.03,0.01,0.15,0.21,0.06,0.11,0.01,82
Pb,JTH-1.1-str,4,,,0.6788231623447012,,0.1,0.12,0.13,0.16,0.78,2.91,7.65,0.22,1.47,1.13,82
Bi,JTH-1.1-std,15,35,55,0.06560772280707555,0.11560772280707556,0.15,0.11,0.1,0.2,0.18,0.22,0.4,0.15,0.19,0.2,83
Bi,SG15,15,35,35,0.09529308620600334,0.14529308620600334,0.13,0.17,0.18,0.05,0.05,0.39,1.0,0.07,0.34,0.26,83
Bi,GBRV-1.X,15,40,40,0.07701092718187111,0.1770109271818711,0.31,0.26,0.26,0.32,0.16,0.08,0.06,0.19,0.11,0.09,83
Bi,SPMS,15,30,30,0.21543757193666777,0.21543757193666777,0.03,0.06,0.05,0.03,0.28,0.73,1.62,0.28,0.57,0.57,83
Bi,PSL-PAW-v0.x,15,45,45,0.17816655550569677,0.32816655550569673,0.07,0.03,0.03,0.1,0.23,0.65,1.59,0.25,0.46,0.52,83
Bi,DOJO-041-std,15,55,60,0.16463663617112115,0.4146366361711211,0.09,0.03,0.03,0.09,0.2,0.65,1.64,0.18,0.48,0.48,83
Bi,DOJO-041-str,23,70,75,0.08204523559792552,0.48204523559792556,0.16,0.18,0.19,0.07,0.18,0.24,0.46,0.15,0.21,0.21,83
Bi,PSL-PAW-v1-high,15,65,70,0.1775562412539222,0.5275562412539222,0.01,0.08,0.08,0.03,0.24,0.63,1.51,0.27,0.46,0.5,83
Bi,PSL-US-v1-high,15,65,70,0.18752916422441446,0.5375291642244144,0.04,0.11,0.11,0.01,0.25,0.65,1.55,0.29,0.48,0.51,83
Bi,PSL-US-v0.x,15,45,45,0.6487370409959587,0.7987370409959588,0.38,0.48,0.46,0.34,0.67,1.42,3.25,0.77,1.08,1.14,83
Bi,DOJO-050-std,15,55,60,0.8741917707069778,1.124191770706978,0.45,0.38,0.15,1.05,1.83,3.0,8.48,0.24,0.26,1.4,83
Bi,JTH-1.1-str,5,30,30,1.5710825601107121,1.5710825601107121,0.12,0.14,0.19,0.18,1.44,4.76,13.4,1.45,3.26,3.5,83
Po,DOJO-041-std,16,55,60,0.21231738119019783,0.46231738119019783,0.06,0.07,0.12,0.02,0.24,0.66,2.16,0.26,0.6,0.63,84
Po,PSL-US-v1-high,16,70,70,0.17782889890390666,0.5778288989039067,0.02,0.14,0.18,0.05,0.21,0.49,1.79,0.29,0.48,0.5,84
Po,PSL-PAW-v1-high,16,70,70,0.20202800222222994,0.60202800222223,0.02,0.15,0.19,0.05,0.24,0.56,1.83,0.31,0.53,0.55,84
Po,DOJO-050-std,16,,,1.5799540069566202,,1.66,1.15,1.11,2.76,2.0,2.16,7.53,1.16,2.12,0.99,84
Po,DOJO-041-str,24,75,75,,,,,,,,,,,,,84
Po,JTH-1.1-std,6,,,1.4591250274488088,,0.12,0.28,0.56,0.41,1.28,3.61,13.02,1.49,3.19,3.1,84
At,PSL-US-v1-high,17,75,100,0.35203305044104893,0.8020330504410489,0.08,0.21,0.28,0.13,0.25,0.83,2.5,0.55,0.79,0.92,85
At,PSL-PAW-v1-high,17,,,0.45307411251431895,,0.13,0.27,0.36,0.19,0.34,1.01,2.91,0.66,0.96,1.06,85
At,JTH-1.1-std,7,,,1.3607864242006025,,0.76,0.64,0.39,0.41,0.65,3.35,10.73,0.57,2.98,3.39,85
Rn,DOJO-041-std,18,70,80,0.875019687529081,1.2750196875290811,0.96,1.42,1.51,1.02,0.28,1.17,2.57,0.04,1.0,1.32,86
Rn,PSL-US-v1-high,18,150,150,0.5749876169425033,1.7749876169425032,0.21,0.33,0.41,0.27,0.44,1.36,2.79,0.31,1.2,1.55,86
Rn,DOJO-050-std,18,100,100,6.2644151501276,6.9644151501276,8.61,9.21,9.39,9.8,4.46,4.15,3.28,12.38,4.48,3.9,86
Rn,PSL-PAW-v1-high,18,,,0.4885805877316799,,0.05,0.05,0.03,0.05,0.45,1.37,2.78,0.35,1.2,1.53,86
Rn,JTH-1.1-std,8,,,1.1063867159176937,,0.65,0.64,0.67,0.79,0.08,2.48,7.73,0.68,1.92,2.93,86
Fr,PSL-PAW-v1-high,19,120,150,1.0005876393835047,1.9005876393835046,0.17,0.12,0.14,0.16,1.02,2.71,5.34,0.84,2.47,2.27,87
Fr,PSL-US-v1-high,19,,,1.0113985612206977,,0.08,0.01,0.01,0.08,1.06,2.78,5.45,0.89,2.54,2.34,87
Ra,PSL-PAW-v1-high,20,120,120,1.0325077670045064,1.9325077670045063,0.66,0.31,0.36,0.1,1.12,1.99,9.26,2.53,1.78,1.34,88
Ra,PSL-US-v1-high,20,120,120,1.0973831468815733,1.9973831468815733,0.79,0.42,0.44,0.16,1.14,2.02,9.38,2.62,1.81,1.36,88
Ac,PSL-PAW-v1-high,11,35,35,0.03597466499143667,0.08597466499143668,0.09,0.1,0.08,0.16,0.17,0.16,0.16,0.13,0.15,0.17,89
Ac,PSL-US-v1-high,11,,,0.023888011236561105,,0.01,0.04,0.03,0.07,0.14,0.16,0.2,0.05,0.15,0.16,89
Th,PSL-US-v1-high,12,70,75,0.039237567913584445,0.4392375679135845,0.09,0.04,0.04,0.08,0.23,0.25,0.07,0.04,0.25,0.18,90
Th,PSL-PAW-v1-high,12,70,75,0.1628706484554889,0.562870648455489,0.26,0.27,0.22,0.38,0.33,0.32,0.05,0.3,0.33,0.24,90
Pa,PSL-US-v1-high,13,75,80,0.11297490199026775,0.5629749019902678,0.14,0.11,0.1,0.19,0.4,0.36,0.18,0.16,0.39,0.29,91
Pa,PSL-PAW-v1-high,13,75,80,0.1645180791127333,0.6145180791127334,0.13,0.17,0.17,0.37,0.43,0.38,0.19,0.24,0.42,0.31,91
U,PSL-PAW-v1-high,14,,,0.2570371193516666,,0.33,0.29,0.21,0.56,0.5,0.4,0.43,0.28,0.45,0.33,92
U,PSL-US-v1-high,14,,,0.24686311747217665,,0.61,0.14,0.12,0.14,0.54,0.45,0.6,0.04,0.52,0.52,92
Np,PSL-US-v1-high,15,80,120,0.1443922370518889,0.6443922370518889,0.11,0.13,0.05,0.42,0.44,0.3,0.27,0.24,0.38,0.24,93
Np,PSL-PAW-v1-high,15,80,120,0.19603348609217336,0.6960334860921733,0.19,0.19,0.14,0.47,0.51,0.36,0.32,0.27,0.43,0.29,93
Pu,PSL-PAW-v1-high,16,35,55,,,,,,,,,,,,,94
Pu,PSL-US-v1-high,16,,,0.15484455643930667,,0.71,0.32,0.41,0.36,0.41,0.16,0.06,0.05,0.27,0.17,94
Am,PSL-PAW-v1-high,17,40,60,0.06219759515343778,0.1621975951534378,0.21,0.03,0.03,0.03,0.41,0.2,0.11,0.19,0.28,0.16,95
Am,PSL-US-v1-high,17,,,0.05720045978121001,,0.24,0.03,0.08,0.02,0.39,0.19,0.11,0.15,0.26,0.17,95
